Date,Open,High,Low,Close,Adj Close,Volume
2024-05-02,154.63,155.75,153.94,154.63,154.63,74844985
2024-05-03,159.14,160.42,158.94,159.22,159.22,39155991
2024-05-06,161.05,161.57,160.31,161.4,161.4,68377491
2024-05-07,159.4,159.4,158.58,158.98,158.98,61497451
2024-05-08,159.67,160.19,159.44,159.51,159.51,57894062
2024-05-09,159.64,160.48,158.98,159.54,159.54,72928335
2024-05-10,161.44,161.55,160.39,160.89,160.89,34631129
2024-05-13,159.03,159.43,157.57,158.8,158.8,46132478
2024-05-14,163.22,163.84,162.0,162.72,162.72,29882189
2024-05-15,164.26,165.36,163.41,164.45,164.45,54827611
2024-05-16,170.39,170.88,169.59,170.63,170.63,37384300
2024-05-17,172.7,174.1,172.52,172.78,172.78,59405817
2024-05-20,175.48,175.69,174.39,174.83,174.83,25818626
2024-05-21,176.62,176.8,175.69,176.1,176.1,45547766
2024-05-22,175.26,175.98,174.78,174.99,174.99,43196360
2024-05-23,178.69,180.03,177.73,179.14,179.14,29262337
2024-05-24,181.28,182.21,180.07,181.14,181.14,68130867
2024-05-27,184.18,184.18,182.17,183.51,183.51,27305355
2024-05-28,182.44,182.44,181.86,182.12,182.12,54883262
2024-05-29,186.51,186.53,185.09,186.38,186.38,40089302
2024-05-30,181.93,183.46,181.45,182.34,182.34,36587962
2024-05-31,183.99,184.55,183.99,184.29,184.29,31652975
2024-06-03,185.66,186.96,184.91,186.33,186.33,39663317
2024-06-04,183.29,183.9,182.42,183.7,183.7,72512478
2024-06-05,181.31,181.6,179.89,180.59,180.59,38584760
2024-06-06,181.23,182.56,180.97,181.78,181.78,47380181
2024-06-07,182.82,183.85,182.02,183.3,183.3,49087142
2024-06-10,185.25,185.35,184.2,184.57,184.57,48239025
2024-06-11,184.15,184.58,183.62,184.5,184.5,61149442
2024-06-12,183.72,184.19,182.68,183.66,183.66,36176943
2024-06-13,179.23,180.19,178.03,179.12,179.12,69213201
2024-06-14,182.36,183.03,180.72,181.82,181.82,63195655
2024-06-17,182.19,182.7,182.09,182.53,182.53,49326815
2024-06-18,181.98,182.93,181.18,182.08,182.08,42036602
2024-06-19,184.92,186.53,184.92,185.22,185.22,25451849
2024-06-20,190.85,190.85,189.99,190.1,190.1,68312886
2024-06-21,188.84,190.9,188.38,189.5,189.5,59267461
2024-06-24,186.61,186.61,184.88,186.01,186.01,73303483
2024-06-25,191.47,192.07,190.92,191.16,191.16,65785159
2024-06-26,192.63,192.92,191.62,192.07,192.07,27998487
2024-06-27,193.01,193.85,191.81,192.61,192.61,57644463
2024-06-28,190.74,190.95,189.56,190.59,190.59,74065533
2024-07-01,195.78,196.58,194.3,195.11,195.11,35057684
2024-07-02,191.41,192.92,190.6,191.92,191.92,34997630
2024-07-03,186.09,186.36,184.92,186.17,186.17,54844096
2024-07-04,185.25,186.71,184.16,185.58,185.58,39393170
2024-07-05,181.49,182.53,180.41,181.71,181.71,70207449
2024-07-08,185.63,187.18,185.63,186.17,186.17,41771396
2024-07-09,187.77,188.56,187.23,187.87,187.87,47711449
2024-07-10,186.85,188.37,186.85,187.38,187.38,47616159
2024-07-11,185.43,187.08,184.64,185.74,185.74,58706923
2024-07-12,186.08,186.08,184.72,185.48,185.48,38829724
2024-07-15,181.79,183.42,181.79,182.28,182.28,71530108
2024-07-16,181.36,182.11,180.97,181.48,181.48,51515914
2024-07-17,182.19,182.55,180.51,181.67,181.67,57601518
2024-07-18,183.19,184.14,182.8,183.47,183.47,48361169
2024-07-19,187.34,188.69,187.29,188.0,188.0,67020102
2024-07-22,183.45,184.16,183.45,183.79,183.79,55377967
2024-07-23,183.83,184.64,182.88,184.21,184.21,39248429
2024-07-24,182.35,182.36,181.57,181.92,181.92,55532340
2024-07-25,183.22,183.63,182.31,182.9,182.9,30392945
2024-07-26,185.11,185.81,184.25,185.03,185.03,70185852
2024-07-29,184.11,185.61,182.89,184.21,184.21,36764234
2024-07-30,185.58,187.2,184.76,185.91,185.91,27466907
2024-07-31,189.17,190.21,188.48,188.84,188.84,34924282
2024-08-01,188.28,189.29,187.62,188.97,188.97,35547227
2024-08-02,187.97,188.66,186.49,187.37,187.37,35449263
2024-08-05,185.07,185.07,183.89,184.57,184.57,69193020
2024-08-06,180.77,181.89,179.73,181.09,181.09,55029642
2024-08-07,177.92,178.55,177.0,178.16,178.16,49951811
2024-08-08,179.39,180.22,179.07,179.16,179.16,43098825
2024-08-09,180.19,181.04,179.49,179.69,179.69,46032513
2024-08-12,175.47,176.6,174.77,175.5,175.5,32998209
2024-08-13,169.38,170.67,169.38,169.94,169.94,47980613
2024-08-14,167.57,168.17,166.07,166.99,166.99,60245150
2024-08-15,167.38,168.08,166.18,167.37,167.37,37085640
2024-08-16,171.26,172.95,171.26,171.81,171.81,37415985
2024-08-19,173.9,174.98,173.58,174.24,174.24,48709039
2024-08-20,177.83,178.22,176.41,177.17,177.17,33024195
2024-08-21,178.46,178.66,177.97,178.07,178.07,63607629
2024-08-22,180.86,181.92,180.77,180.8,180.8,73965895
2024-08-23,186.12,187.54,185.35,186.77,186.77,46138879
2024-08-26,190.61,190.61,188.6,190.03,190.03,63533643
2024-08-27,186.5,187.33,185.78,186.96,186.96,33766533
2024-08-28,187.19,187.59,186.44,187.22,187.22,64491475
2024-08-29,185.06,185.85,185.06,185.45,185.45,52449998
2024-08-30,186.24,186.87,184.63,185.59,185.59,66437236
2024-09-02,181.42,181.55,180.75,181.14,181.14,71978878
2024-09-03,183.07,183.36,181.83,183.04,183.04,59774841
2024-09-04,185.63,185.63,184.25,184.95,184.95,70608806
2024-09-05,182.54,184.15,182.52,183.2,183.2,33337988
2024-09-06,187.05,187.63,185.72,186.57,186.57,62697605
2024-09-09,185.69,185.81,184.57,185.19,185.19,34530981
2024-09-10,183.83,185.06,183.75,183.97,183.97,27240172
2024-09-11,181.89,183.11,181.66,182.49,182.49,60466288
2024-09-12,184.65,185.63,184.65,184.69,184.69,27271503
2024-09-13,188.69,188.82,187.64,188.22,188.22,69088432
2024-09-16,188.03,188.56,186.77,187.7,187.7,27751949
2024-09-17,188.44,189.36,187.73,188.21,188.21,63366444
2024-09-18,185.71,186.21,185.17,185.32,185.32,63498184
2024-09-19,189.27,189.48,188.78,189.0,189.0,67919554
2024-09-20,186.93,188.15,186.93,187.49,187.49,52094984
2024-09-23,186.76,186.76,185.33,186.04,186.04,44780875
2024-09-24,183.85,185.33,182.99,184.22,184.22,52111849
2024-09-25,183.51,184.85,183.51,183.97,183.97,32149271
2024-09-26,182.42,184.01,181.85,183.14,183.14,72506855
2024-09-27,185.56,186.36,183.84,185.23,185.23,49786990
2024-09-30,185.55,186.78,184.4,185.62,185.62,64974310
2024-10-01,184.41,184.8,183.32,184.16,184.16,38288653
2024-10-02,188.51,188.57,186.61,188.11,188.11,65067676
2024-10-03,187.48,188.32,186.76,187.91,187.91,26638454
2024-10-04,185.93,187.33,184.87,186.08,186.08,67003587
2024-10-07,184.48,185.12,184.19,184.98,184.98,46354699
2024-10-08,184.12,185.42,183.1,184.54,184.54,59128385
2024-10-09,186.48,187.92,185.67,186.69,186.69,43269095
2024-10-10,183.37,184.67,182.37,183.44,183.44,55211637
2024-10-11,179.24,181.29,179.24,179.9,179.9,52049241
2024-10-14,178.25,178.33,177.59,177.94,177.94,52296029
2024-10-15,183.87,183.87,183.14,183.58,183.58,26623438
2024-10-16,184.12,184.96,183.92,184.75,184.75,38554899
2024-10-17,182.34,182.34,180.41,181.72,181.72,60537783
2024-10-18,179.42,181.01,179.24,180.06,180.06,48759064
2024-10-21,176.88,177.96,175.83,177.06,177.06,60674469
2024-10-22,178.7,179.64,178.58,178.69,178.69,74850249
2024-10-23,182.38,183.25,181.7,182.49,182.49,39420547
2024-10-24,183.85,184.87,182.7,183.82,183.82,71592997
2024-10-25,181.11,181.53,180.17,180.93,180.93,43230115
2024-10-28,180.76,181.27,180.76,181.21,181.21,54908371
2024-10-29,179.78,181.4,179.78,180.26,180.26,30124535
2024-10-30,181.9,182.0,181.0,181.71,181.71,62178856
2024-10-31,184.06,184.54,183.26,184.09,184.09,69093380
2024-11-01,184.13,184.71,183.46,183.51,183.51,67191012
2024-11-04,182.6,183.68,182.56,182.62,182.62,41665649
2024-11-05,182.76,183.34,182.15,183.15,183.15,47200771
2024-11-06,181.74,183.48,181.4,182.26,182.26,31274179
2024-11-07,182.46,182.82,181.56,182.66,182.66,71750438
2024-11-08,181.21,182.53,181.21,181.28,181.28,30201317
2024-11-11,178.76,180.46,178.36,179.34,179.34,44457120
2024-11-12,177.89,178.81,177.89,178.43,178.43,69796106
2024-11-13,175.05,176.71,174.77,175.71,175.71,69640070
2024-11-14,172.07,172.59,171.87,172.38,172.38,44426770
2024-11-15,175.71,176.03,174.13,175.25,175.25,54317554
2024-11-18,175.33,177.19,175.33,175.92,175.92,34020476
2024-11-19,178.07,178.58,176.74,177.71,177.71,72145164
2024-11-20,174.22,176.04,174.22,174.88,174.88,71454991
2024-11-21,171.83,173.58,171.27,172.27,172.27,50609639
2024-11-22,173.27,173.97,172.35,173.16,173.16,30799465
2024-11-25,169.98,170.63,169.08,170.07,170.07,26372335
2024-11-26,173.14,173.26,171.95,172.83,172.83,63680403
2024-11-27,175.31,176.2,173.98,174.84,174.84,35779668
2024-11-28,174.2,174.84,174.02,174.44,174.44,43410104
2024-11-29,174.82,175.55,174.43,174.52,174.52,62761489
2024-12-02,173.58,173.7,173.44,173.59,173.59,31882474
2024-12-03,175.5,176.62,174.77,175.93,175.93,25170786
2024-12-04,179.67,180.61,179.37,179.74,179.74,44201394
2024-12-05,186.58,186.58,185.61,186.21,186.21,61469458
2024-12-06,189.52,191.28,189.52,189.85,189.85,44040101
2024-12-09,189.04,189.57,188.66,189.34,189.34,44211126
2024-12-10,187.97,189.95,187.97,188.53,188.53,45917807
2024-12-11,185.46,187.31,184.99,186.16,186.16,40077055
2024-12-12,185.67,185.67,184.4,185.48,185.48,46964067
2024-12-13,188.52,189.74,188.15,189.23,189.23,66964859
2024-12-16,187.54,188.02,186.7,187.82,187.82,36618634
2024-12-17,183.95,184.53,183.58,183.82,183.82,44812594
2024-12-18,180.11,180.7,179.64,180.5,180.5,72921326
2024-12-19,182.1,182.19,180.76,181.72,181.72,38167146
2024-12-20,187.84,188.2,187.4,187.55,187.55,52069039
2024-12-23,185.91,187.01,185.91,186.13,186.13,69042678
2024-12-24,186.99,188.02,185.72,186.67,186.67,73375566
2024-12-25,187.55,188.35,186.53,187.67,187.67,61687188
2024-12-26,192.84,192.97,190.97,192.24,192.24,64192161
2024-12-27,195.41,196.62,195.38,195.75,195.75,31879424
2024-12-30,201.26,201.9,199.61,200.47,200.47,53512502
2024-12-31,199.95,200.11,199.95,199.98,199.98,53553406
2025-01-01,196.67,196.67,195.97,196.14,196.14,69108085
2025-01-02,197.35,198.35,196.8,196.86,196.86,58091574
2025-01-03,201.83,202.21,201.31,201.35,201.35,50026360
2025-01-06,201.92,202.28,200.76,202.28,202.28,59309946
2025-01-07,206.24,208.27,205.14,206.67,206.67,64944186
2025-01-08,209.62,210.38,209.55,210.21,210.21,45723765
2025-01-09,211.65,212.55,210.15,211.53,211.53,60151031
2025-01-10,212.7,213.8,211.34,212.26,212.26,32594768
2025-01-13,218.56,219.25,217.45,218.67,218.67,55794938
2025-01-14,215.93,215.98,215.25,215.89,215.89,43056171
2025-01-15,215.29,215.97,214.26,214.47,214.47,28657552
2025-01-16,209.57,210.32,208.95,209.78,209.78,52541474
2025-01-17,216.34,216.34,215.46,215.56,215.56,39045656
2025-01-20,216.05,217.23,215.18,215.96,215.96,57826561
2025-01-21,219.74,220.1,219.23,219.95,219.95,32946890
2025-01-22,225.14,225.27,223.1,224.84,224.84,63960179
2025-01-23,218.54,219.82,217.9,218.86,218.86,37715519
2025-01-24,217.36,218.75,217.1,217.31,217.31,59578445
2025-01-27,224.08,224.93,222.98,224.22,224.22,53911187
2025-01-28,224.86,225.68,222.52,224.19,224.19,57089185
2025-01-29,223.19,223.94,222.88,223.3,223.3,26951583
2025-01-30,222.46,223.28,221.61,222.63,222.63,69413994
2025-01-31,224.21,225.52,222.43,224.2,224.2,38093405
2025-02-03,225.05,225.88,223.76,225.06,225.06,31724254
2025-02-04,227.97,228.95,226.83,228.47,228.47,37528502
2025-02-05,229.44,230.59,227.97,229.58,229.58,69298291
2025-02-06,226.42,227.62,226.28,227.13,227.13,43155728
2025-02-07,226.62,227.49,226.62,227.36,227.36,46469494
2025-02-10,228.72,230.63,228.72,229.18,229.18,47468170
2025-02-11,226.64,227.05,225.55,226.86,226.86,38449927
2025-02-12,226.85,228.21,225.27,226.86,226.86,48848299
2025-02-13,232.99,234.14,232.78,232.93,232.93,70396939
2025-02-14,232.1,233.68,231.14,232.4,232.4,36888504
2025-02-17,238.58,238.58,237.81,238.08,238.08,54396548
2025-02-18,231.14,231.76,229.86,230.35,230.35,39786027
2025-02-19,235.5,237.21,235.5,236.24,236.24,34811261
2025-02-20,234.54,235.22,233.78,234.95,234.95,53235087
2025-02-21,231.5,232.37,231.27,232.26,232.26,68960299
2025-02-24,232.69,234.88,231.47,233.28,233.28,27356630
2025-02-25,236.25,237.33,236.25,236.96,236.96,53163307
2025-02-26,235.72,236.62,235.29,235.3,235.3,47429367
2025-02-27,236.75,237.85,236.3,236.5,236.5,70693202
2025-02-28,241.55,241.87,240.5,241.07,241.07,65067302
2025-03-03,252.09,252.39,251.16,252.14,252.14,61093129
2025-03-04,255.58,255.58,254.64,254.81,254.81,59085550
2025-03-05,253.4,253.55,251.26,253.05,253.05,41890653
2025-03-06,255.84,256.99,255.32,256.6,256.6,40143301
2025-03-07,255.18,256.36,255.18,255.7,255.7,26224574
2025-03-10,254.51,254.62,252.82,254.48,254.48,60148979
2025-03-11,260.01,260.99,260.01,260.63,260.63,59397337
2025-03-12,263.45,263.73,263.06,263.66,263.66,39992576
2025-03-13,265.16,265.16,262.64,264.46,264.46,49024086
2025-03-14,261.5,264.14,261.5,262.36,262.36,39706769
2025-03-17,263.81,266.73,263.12,264.86,264.86,45979102
2025-03-18,258.82,260.23,258.7,259.51,259.51,30650174
2025-03-19,263.63,265.18,262.92,263.18,263.18,68940749
2025-03-20,265.73,265.94,263.84,265.64,265.64,42243701
2025-03-21,268.0,269.43,268.0,269.0,269.0,64180878
2025-03-24,270.95,271.45,268.47,270.06,270.06,54516414
2025-03-25,268.69,270.14,268.55,268.91,268.91,67649084
2025-03-26,269.34,270.29,268.13,268.35,268.35,32624506
2025-03-27,271.65,273.88,271.65,271.93,271.93,60198300
2025-03-28,271.97,273.32,269.55,271.15,271.15,46621270
2025-03-31,276.93,277.71,275.38,276.27,276.27,37505698
2025-04-01,285.12,285.12,283.51,284.69,284.69,61742951
2025-04-02,293.05,293.05,290.72,291.93,291.93,28357470
2025-04-03,293.48,294.86,291.39,293.53,293.53,34184314
2025-04-04,287.89,289.28,286.74,287.64,287.64,26791492
2025-04-07,291.48,292.83,290.09,291.36,291.36,29062372
2025-04-08,296.41,296.41,294.78,295.7,295.7,39913573
2025-04-09,301.85,301.85,300.2,301.56,301.56,47583512
2025-04-10,307.83,309.06,306.5,307.86,307.86,42990158
2025-04-11,306.79,308.24,305.79,307.54,307.54,68268174
2025-04-14,304.58,304.58,303.1,303.76,303.76,25327528
2025-04-15,297.63,298.75,297.58,298.64,298.64,35436780
2025-04-16,301.54,301.54,298.18,300.39,300.39,33718230
2025-04-17,301.62,302.97,298.71,300.79,300.79,26307303
2025-04-18,300.8,301.33,299.35,300.68,300.68,35899371
2025-04-21,305.03,307.3,305.03,305.72,305.72,35227988
2025-04-22,306.0,308.37,305.64,306.73,306.73,32017405
2025-04-23,317.47,318.45,314.46,316.93,316.93,51945701
2025-04-24,316.24,316.24,313.29,315.1,315.1,25388184
2025-04-25,311.61,313.2,310.61,311.38,311.38,39296635
2025-04-28,314.52,315.78,312.41,314.67,314.67,51980566
2025-04-29,313.0,314.47,312.67,313.55,313.55,52086281
