Date,Open,High,Low,Close,Adj Close,Volume
2024-05-16,412.7,412.7,408.94,411.2,411.2,43114381
2024-05-17,410.77,413.13,408.18,410.3,410.3,19312477
2024-05-20,415.0,417.25,415.0,416.08,416.08,41202693
2024-05-21,412.54,415.37,409.99,412.67,412.67,27595906
2024-05-22,406.45,407.08,403.14,405.65,405.65,41140826
2024-05-23,410.0,412.64,406.49,409.74,409.74,33489600
2024-05-24,407.3,410.42,405.85,408.37,408.37,20609461
2024-05-27,405.1,407.59,404.39,406.12,406.12,18958516
2024-05-28,401.71,403.87,401.71,403.26,403.26,18059463
2024-05-29,408.6,412.89,408.6,410.19,410.19,40940223
2024-05-30,411.02,411.02,409.31,409.73,409.73,27617230
2024-05-31,413.09,413.09,410.86,412.01,412.01,29070796
2024-06-03,414.61,414.61,412.55,413.86,413.86,33023639
2024-06-04,406.45,409.63,405.01,407.17,407.17,19999472
2024-06-05,412.12,414.43,408.78,412.06,412.06,29776660
2024-06-06,418.04,419.64,416.26,417.01,417.01,29135105
2024-06-07,420.46,423.61,419.26,420.63,420.63,34287451
2024-06-10,417.24,417.47,413.68,416.79,416.79,20890328
2024-06-11,411.05,415.46,411.05,412.19,412.19,37679915
2024-06-12,409.84,413.21,409.33,410.66,410.66,20363424
2024-06-13,402.82,407.39,402.82,404.42,404.42,23412615
2024-06-14,399.57,404.01,399.35,401.1,401.1,35586961
2024-06-17,402.12,403.26,402.12,403.1,403.1,34593065
2024-06-18,404.22,406.66,402.34,404.64,404.64,16590148
2024-06-19,408.68,411.69,407.57,409.06,409.06,26020206
2024-06-20,405.22,406.73,405.22,405.71,405.71,16473644
2024-06-21,416.0,416.41,414.96,415.86,415.86,25128987
2024-06-24,408.38,411.21,408.38,409.28,409.28,28245178
2024-06-25,402.0,404.5,400.59,403.33,403.33,19301544
2024-06-26,411.35,413.11,407.38,410.19,410.19,21400386
2024-06-27,403.95,406.98,403.26,405.28,405.28,21174744
2024-06-28,408.86,409.25,407.95,409.16,409.16,34056830
2024-07-01,410.41,412.35,408.79,411.25,411.25,34306031
2024-07-02,418.91,419.28,416.83,418.44,418.44,29806079
2024-07-03,424.44,424.62,422.92,423.97,423.97,32156595
2024-07-04,426.84,428.79,426.09,426.81,426.81,29232287
2024-07-05,418.69,419.34,417.78,418.97,418.97,40619813
2024-07-08,415.84,418.69,414.76,416.15,416.15,17063592
2024-07-09,422.26,423.02,420.36,422.74,422.74,23531261
2024-07-10,413.35,415.18,411.1,412.86,412.86,40911749
2024-07-11,420.48,420.48,416.62,418.93,418.93,26740027
2024-07-12,422.78,422.78,420.95,421.2,421.2,44860560
2024-07-15,414.83,416.52,412.91,416.15,416.15,30251000
2024-07-16,420.29,423.87,420.29,421.55,421.55,42006461
2024-07-17,434.57,437.49,434.57,435.22,435.22,16821910
2024-07-18,430.12,431.4,428.78,428.78,428.78,16801800
2024-07-19,428.89,431.81,428.34,428.75,428.75,40360861
2024-07-22,432.32,433.99,429.5,430.96,430.96,37886066
2024-07-23,440.9,444.09,440.49,441.95,441.95,34307885
2024-07-24,430.5,431.18,429.26,430.71,430.71,32174430
2024-07-25,428.39,430.2,424.95,428.01,428.01,18319950
2024-07-26,422.34,422.34,420.56,420.84,420.84,35571720
2024-07-29,427.71,428.0,423.11,426.24,426.24,40868224
2024-07-30,415.16,418.37,412.38,415.21,415.21,44726404
2024-07-31,415.19,416.09,413.17,415.43,415.43,24712586
2024-08-01,424.46,426.26,422.81,424.64,424.64,44529188
2024-08-02,423.58,424.65,422.29,424.39,424.39,20192526
2024-08-05,412.73,415.4,412.73,413.65,413.65,31377077
2024-08-06,414.69,414.69,411.93,413.33,413.33,37019793
2024-08-07,406.74,406.74,405.5,405.52,405.52,38389335
2024-08-08,400.69,403.98,400.69,401.78,401.78,32222214
2024-08-09,406.81,409.57,405.97,408.41,408.41,31700082
2024-08-12,411.38,411.75,409.87,410.59,410.59,34782147
2024-08-13,405.76,406.88,404.1,406.18,406.18,43036580
2024-08-14,404.87,407.76,404.01,405.27,405.27,27251215
2024-08-15,409.89,410.54,407.17,409.77,409.77,23761385
2024-08-16,416.82,419.1,414.25,417.49,417.49,18759751
2024-08-19,413.81,418.15,413.72,415.1,415.1,40011473
2024-08-20,417.85,419.47,417.85,418.77,418.77,44189588
2024-08-21,425.31,428.06,424.53,426.81,426.81,16772467
2024-08-22,428.1,428.1,425.9,426.47,426.47,24835685
2024-08-23,431.12,434.97,431.12,431.87,431.87,26613367
2024-08-26,421.79,422.76,419.99,421.99,421.99,36254818
2024-08-27,423.36,425.85,422.33,423.81,423.81,31146022
2024-08-28,436.66,437.99,434.18,436.89,436.89,16744992
2024-08-29,433.5,433.95,430.36,432.45,432.45,33788573
2024-08-30,417.09,419.6,414.08,416.96,416.96,42485444
2024-09-02,422.82,424.13,421.14,422.21,422.21,38230775
2024-09-03,419.16,420.21,417.98,420.15,420.15,27043281
2024-09-04,412.05,412.81,409.74,411.74,411.74,27317204
2024-09-05,414.76,416.66,411.17,413.44,413.44,28524618
2024-09-06,412.45,414.75,411.22,412.9,412.9,15684790
2024-09-09,405.82,406.05,402.47,405.04,405.04,21450143
2024-09-10,401.82,402.37,397.97,401.14,401.14,26921587
2024-09-11,395.47,399.05,394.75,396.44,396.44,34330796
2024-09-12,397.54,397.54,395.81,396.31,396.31,32200916
2024-09-13,396.43,397.11,393.89,395.7,395.7,28891686
2024-09-16,400.28,402.43,399.81,400.48,400.48,24953868
2024-09-17,402.87,404.43,400.86,402.4,402.4,27908978
2024-09-18,403.51,404.95,400.4,403.52,403.52,20886758
2024-09-19,405.28,406.45,403.65,404.89,404.89,43226482
2024-09-20,397.16,397.62,396.64,397.56,397.56,24225810
2024-09-23,407.55,409.75,404.65,407.13,407.13,27323779
2024-09-24,405.18,408.74,405.18,406.33,406.33,29974999
2024-09-25,409.69,409.7,407.05,409.58,409.58,28312670
2024-09-26,408.23,410.99,406.45,408.33,408.33,21193267
2024-09-27,403.21,406.27,401.53,404.22,404.22,34087065
2024-09-30,406.79,408.01,404.43,405.55,405.55,32679650
2024-10-01,397.24,399.26,395.92,398.6,398.6,40111009
2024-10-02,394.4,396.34,392.8,394.48,394.48,23625025
2024-10-03,393.4,397.08,393.4,394.46,394.46,37267319
2024-10-04,395.75,398.13,395.75,397.32,397.32,25017894
2024-10-07,388.35,388.76,386.56,387.74,387.74,34167716
2024-10-08,385.61,386.66,385.16,386.39,386.39,31796562
2024-10-09,391.79,391.9,391.34,391.89,391.89,27950014
2024-10-10,395.27,395.89,392.55,393.7,393.7,35681831
2024-10-11,403.33,403.35,399.82,402.57,402.57,31017086
2024-10-14,411.7,415.82,411.7,413.1,413.1,28456818
2024-10-15,413.52,413.82,413.18,413.52,413.52,22467009
2024-10-16,418.59,418.59,414.12,417.13,417.13,26178426
2024-10-17,426.76,426.76,422.03,425.3,425.3,28047738
2024-10-18,415.43,416.29,415.43,415.83,415.83,18828046
2024-10-21,423.43,425.62,422.07,424.02,424.02,34189168
2024-10-22,429.61,430.03,427.57,429.67,429.67,16070247
2024-10-23,438.42,440.1,436.19,437.32,437.32,16805467
2024-10-24,433.85,437.9,432.42,435.36,435.36,33937276
2024-10-25,435.13,436.37,433.86,434.75,434.75,24315863
2024-10-28,429.7,431.38,426.62,428.76,428.76,24002653
2024-10-29,423.82,427.82,421.81,424.73,424.73,35494872
2024-10-30,418.33,418.57,417.16,418.18,418.18,36457974
2024-10-31,422.89,422.91,420.91,421.71,421.71,22775696
2024-11-01,424.31,426.12,422.14,423.31,423.31,19097732
2024-11-04,425.41,427.66,424.25,424.79,424.79,21832327
2024-11-05,420.58,423.9,419.4,421.59,421.59,44260474
2024-11-06,429.01,429.01,425.36,427.84,427.84,32226506
2024-11-07,434.94,434.94,433.01,433.21,433.21,24688874
2024-11-08,440.61,440.61,436.14,439.62,439.62,40216106
2024-11-11,430.22,430.6,429.15,430.18,430.18,40758155
2024-11-12,424.55,427.24,424.51,426.2,426.2,42779215
2024-11-13,421.95,424.0,421.27,421.44,421.44,36786175
2024-11-14,429.62,430.23,426.32,428.69,428.69,39267482
2024-11-15,431.86,433.17,428.45,431.1,431.1,22110009
2024-11-18,434.55,436.74,431.28,433.51,433.51,35544796
2024-11-19,427.29,431.5,427.29,428.8,428.8,28302724
2024-11-20,444.4,446.75,442.52,443.37,443.37,44871461
2024-11-21,447.42,447.58,446.01,446.76,446.76,21586230
2024-11-22,455.02,455.24,451.37,453.68,453.68,38665907
2024-11-25,456.3,458.15,453.93,456.39,456.39,44890928
2024-11-26,458.95,458.95,455.35,458.51,458.51,34453434
2024-11-27,467.45,469.77,464.86,467.96,467.96,17075706
2024-11-28,461.48,461.48,458.01,460.95,460.95,32226097
2024-11-29,457.63,460.84,457.23,457.8,457.8,41525615
2024-12-02,462.76,465.16,462.76,464.25,464.25,22963518
2024-12-03,459.01,463.01,457.63,460.07,460.07,29436541
2024-12-04,458.88,459.74,456.96,459.23,459.23,35764607
2024-12-05,467.71,467.71,463.91,467.14,467.14,39042331
2024-12-06,480.47,482.08,478.12,478.84,478.84,20224867
2024-12-09,464.17,464.87,463.36,464.47,464.47,33435618
2024-12-10,464.6,466.96,460.8,463.31,463.31,38577217
2024-12-11,462.53,464.38,461.61,464.2,464.2,16456753
2024-12-12,465.19,465.19,460.39,463.34,463.34,41946499
2024-12-13,452.28,456.23,452.28,452.76,452.76,44219485
2024-12-16,460.0,462.02,457.75,460.0,460.0,29949618
2024-12-17,458.76,460.79,454.94,458.22,458.22,26140786
2024-12-18,461.73,465.61,461.73,463.28,463.28,35680854
2024-12-19,475.71,477.79,472.92,476.25,476.25,30264669
2024-12-20,480.84,482.83,478.81,479.41,479.41,18854587
2024-12-23,482.58,482.58,478.48,480.97,480.97,16206773
2024-12-24,489.88,492.0,487.25,490.76,490.76,40943647
2024-12-25,494.61,495.51,491.48,493.1,493.1,42608853
2024-12-26,497.37,498.23,495.51,495.54,495.54,18442875
2024-12-27,504.06,504.06,501.62,502.06,502.06,42629750
2024-12-30,489.93,491.44,486.47,488.91,488.91,38826222
2024-12-31,491.67,496.87,489.75,493.63,493.63,15289741
2025-01-01,496.23,496.27,493.59,495.84,495.84,22986889
2025-01-02,489.3,489.3,486.14,487.38,487.38,43483719
2025-01-03,479.57,480.65,475.14,477.74,477.74,23305062
2025-01-06,473.29,476.26,471.52,474.07,474.07,26579017
2025-01-07,479.38,484.35,479.03,481.28,481.28,36539311
2025-01-08,491.13,492.21,489.02,490.19,490.19,30192683
2025-01-09,477.11,481.93,475.91,478.92,478.92,36754958
2025-01-10,473.02,473.02,471.26,472.37,472.37,22975093
2025-01-13,470.19,470.4,466.21,469.66,469.66,41607987
2025-01-14,468.81,472.2,468.21,468.67,468.67,26307368
2025-01-15,462.79,465.01,460.16,461.66,461.66,31797889
2025-01-16,468.31,471.85,468.31,469.14,469.14,19357181
2025-01-17,488.33,488.69,487.38,487.44,487.44,23435506
2025-01-20,500.95,505.02,498.89,501.02,501.02,15501325
2025-01-21,507.77,507.8,505.59,507.28,507.28,40153681
2025-01-22,515.6,519.69,515.25,515.7,515.7,34109236
2025-01-23,505.01,505.01,501.18,503.17,503.17,33606368
2025-01-24,503.66,507.01,502.15,503.83,503.83,39899309
2025-01-27,501.36,504.76,499.46,503.01,503.01,20213239
2025-01-28,500.88,502.51,497.27,500.58,500.58,32594215
2025-01-29,491.82,494.18,491.35,491.82,491.82,36524759
2025-01-30,482.27,484.88,482.27,483.98,483.98,24425625
2025-01-31,488.84,493.07,488.12,490.11,490.11,15614834
2025-02-03,495.68,496.08,492.29,494.3,494.3,27059907
2025-02-04,484.81,485.59,481.0,484.2,484.2,21245642
2025-02-05,477.32,480.46,477.32,478.27,478.27,34942872
2025-02-06,472.43,474.77,470.06,471.82,471.82,30767460
2025-02-07,488.91,490.7,487.34,489.48,489.48,38527594
2025-02-10,486.59,486.59,483.41,485.44,485.44,39246097
2025-02-11,495.96,496.61,493.28,495.37,495.37,15082245
2025-02-12,492.6,492.6,487.38,490.87,490.87,16677236
2025-02-13,485.27,488.82,485.27,486.57,486.57,39863726
2025-02-14,493.82,495.0,491.95,493.0,493.0,41921073
2025-02-17,486.08,489.34,485.09,486.4,486.4,41447806
2025-02-18,480.59,484.46,480.59,481.21,481.21,36725517
2025-02-19,473.03,474.45,470.8,471.2,471.2,16454327
2025-02-20,465.08,465.08,463.8,463.98,463.98,19183853
2025-02-21,459.07,462.18,459.07,459.87,459.87,43355101
2025-02-24,462.28,462.28,460.03,461.28,461.28,31839788
2025-02-25,468.35,469.24,466.04,467.91,467.91,16587942
2025-02-26,454.81,454.81,452.84,453.13,453.13,40707655
2025-02-27,450.42,451.69,449.77,450.53,450.53,36167300
2025-02-28,456.35,456.38,451.82,454.82,454.82,29674772
2025-03-03,455.92,456.74,455.23,455.62,455.62,38597785
2025-03-04,454.61,457.75,454.61,456.42,456.42,29061554
2025-03-05,452.3,456.29,451.91,453.35,453.35,30342705
2025-03-06,450.18,450.6,448.94,450.27,450.27,31251827
2025-03-07,450.41,454.64,450.41,451.96,451.96,41034740
2025-03-10,449.99,449.99,448.87,449.16,449.16,27893968
2025-03-11,445.96,449.94,445.07,447.07,447.07,32765183
2025-03-12,459.1,460.48,458.3,459.41,459.41,22746254
2025-03-13,459.5,464.84,457.78,461.16,461.16,40047961
2025-03-14,463.5,465.84,459.27,462.69,462.69,24690246
2025-03-17,458.96,461.56,457.09,460.0,460.0,36875643
2025-03-18,457.98,459.65,456.85,458.46,458.46,26830547
2025-03-19,461.33,463.05,456.29,459.94,459.94,44808177
2025-03-20,457.67,460.14,455.31,457.13,457.13,21201658
2025-03-21,456.87,461.35,456.87,458.47,458.47,31741888
2025-03-24,467.03,467.91,464.69,465.91,465.91,32511503
2025-03-25,460.37,462.91,460.37,461.17,461.17,21991124
2025-03-26,464.81,464.81,462.8,463.95,463.95,29891903
2025-03-27,466.23,471.24,464.85,468.01,468.01,36685047
2025-03-28,465.51,465.51,464.19,464.22,464.22,33687224
2025-03-31,459.19,460.2,455.44,458.24,458.24,15212573
2025-04-01,451.6,453.71,450.96,451.22,451.22,24094217
2025-04-02,447.6,447.6,446.47,447.02,447.02,20083547
2025-04-03,454.54,457.33,452.1,454.86,454.86,17315638
2025-04-04,447.69,448.59,447.49,448.35,448.35,34829857
2025-04-07,457.68,460.38,457.68,458.98,458.98,28067226
2025-04-08,464.68,466.24,464.47,465.52,465.52,18879158
2025-04-09,475.59,478.8,475.44,475.95,475.95,24370639
2025-04-10,481.06,481.06,476.18,479.37,479.37,28615703
2025-04-11,484.3,486.42,480.37,483.23,483.23,40015200
2025-04-14,494.94,497.19,494.94,495.78,495.78,26949753
2025-04-15,495.17,498.04,494.84,495.03,495.03,42431021
2025-04-16,498.22,498.51,495.38,497.22,497.22,22933826
2025-04-17,486.36,486.97,485.85,486.69,486.69,42455039
2025-04-18,478.21,480.35,475.63,478.37,478.37,20119027
2025-04-21,471.4,473.48,467.84,471.23,471.23,42751393
2025-04-22,480.88,483.72,480.88,482.7,482.7,43123524
2025-04-23,476.89,477.89,475.08,477.82,477.82,27301713
2025-04-24,482.73,485.14,480.45,481.38,481.38,40462380
2025-04-25,485.31,486.96,484.54,486.04,486.04,44766420
2025-04-28,497.51,498.1,495.04,497.73,497.73,32991567
2025-04-29,500.24,502.18,497.74,501.51,501.51,17070538
